Name,Status,Class,Gender,Race,Ability,Eyes,Strength,Intelligence,Attractiveness,Tech Skill,Cool,Credits,Credit Yield,Opened Vault,Rarity
Character #1505,First Citizen,Developer,Male,Human,None,Alien,16,85,65,48,39,444,Low,False,853
Character #1506,First Citizen,Cyberstreet Trader,Male,Mutant,None,Suspicious,86,69,17,91,15,589,Mid,True,817
Character #1507,First Citizen,Officer,Female,Human,None,Grumpy,14,46,88,85,25,443,Low,True,1376
Character #1508,First Citizen,Architect,Female,Human,None,Grumpy,79,65,99,85,75,878,Mid,True,200
Character #1509,First Citizen,Tech Runner,Female,Android,None,Bloodshot,21,36,37,24,20,588,Mid,True,1752
Character #1510,First Citizen,Developer,Male,Human,None,Sad,66,85,12,12,51,436,Low,True,1488
Character #1511,First Citizen,Cyber Ninja,Male,Phantom,Ghost Walk,Paranoid,86,99,91,94,99,876,Mid,True,3
Character #1512,First Citizen,Tech Weapon Dealer,Male,Albino,None,Tired,95,84,87,94,93,877,Mid,True,249
Character #1513,First Citizen,Cyberstreet Trader,Male,Human,None,Focused,12,23,90,94,23,585,Mid,True,1264
Character #1514,First Citizen,Cyberstreet Trader,Female,Human,None,Tired,18,90,79,87,82,582,Mid,True,662
Character #1515,First Citizen,Cook,Male,Human,None,Robot,61,52,75,86,47,296,Low,True,797
Character #1516,First Citizen,CEO,Male,Human,None,Angry,78,88,72,89,82,1457,High,True,98
Character #1517,First Citizen,Chef,Male,Human,None,Tired,13,92,75,32,15,443,Low,True,1105
Character #1518,First Citizen,Officer,Female,Ghost,Shield,Skeptical,72,27,78,96,50,438,Low,True,103
Character #1519,First Citizen,Assassin,Male,Human,None,Bloodshot,56,68,82,74,95,870,Mid,True,243
Character #1520,First Citizen,Cyberstreet Trader,Female,Android,None,Paranoid,14,30,25,56,20,589,Mid,True,1705
Character #1521,First Citizen,Nerd,Male,Android,None,Tired,38,33,14,35,13,440,Low,True,1367
Character #1522,First Citizen,Worker,Female,Human,None,Paranoid,19,23,16,71,24,294,Low,True,1991
Character #1523,First Citizen,Nerd,Female,Human,None,Grumpy,21,10,53,54,83,437,Low,True,1001
Character #1524,First Citizen,Bartender,Male,Ape,Ghost Walk,Bloodshot,42,13,21,12,22,296,Low,False,232
Character #1525,First Citizen,Grunt,Male,Human,None,Angry,44,89,13,33,71,291,Low,True,1738
Character #1526,First Citizen,Officer,Male,Mutant,None,Bloodshot,36,84,53,28,97,436,Low,True,899
Character #1527,First Citizen,Tech Weapon Dealer,Female,Albino,None,Skeptical,76,72,78,87,71,876,Mid,True,299
Character #1528,First Citizen,Samurai,Female,Android,None,Grumpy,52,12,98,13,91,583,Mid,True,717
Character #1529,First Citizen,Cyber Ninja,Male,Human,None,Paranoid,95,63,93,84,64,870,Mid,True,368
Character #1530,First Citizen,Tech Runner,Female,Human,None,Sad,87,73,76,48,19,581,Mid,True,897
Character #1531,First Citizen,Nerd,Male,Human,None,Suspicious,79,95,56,15,76,444,Low,True,597
Character #1532,First Citizen,Cook,Female,Android,None,Focused,82,35,73,27,55,290,Low,True,1431
Character #1533,First Citizen,Chef,Female,Mutant,None,Angry,69,82,23,38,98,439,Low,True,555
Character #1534,First Citizen,Chat Support,Male,Android,None,Scar,32,87,26,88,29,290,Low,True,1591
Character #1535,First Citizen,Tech Weapon Dealer,Male,Human,None,Cyborg,86,70,81,83,74,870,Mid,True,300
Character #1536,First Citizen,Assistant,Female,Human,None,Skeptical,47,41,89,52,14,298,Low,True,1791
Character #1537,First Citizen,Club Owner,Female,Human,None,Bloodshot,68,96,50,92,81,581,Mid,True,490
Character #1538,First Citizen,Officer,Female,Ape,Dense,Grumpy,47,21,15,16,18,442,Low,True,336
Character #1539,First Citizen,Assistant,Female,Mutant,None,Focused,42,17,44,23,13,298,Low,True,1968
Character #1540,First Citizen,Mercenary,Female,Ape,Dense,Skeptical,62,98,95,26,56,588,Mid,True,163
Character #1541,First Citizen,Officer,Male,Android,None,Glowing,34,14,60,11,95,443,Low,True,421
Character #1542,First Citizen,Worker,Female,Android,None,Bloodshot,97,68,18,74,13,294,Low,True,1434
Character #1543,First Citizen,Officer,Male,Ghost,Athele,Robot,89,11,74,55,98,443,Low,True,74
Character #1544,First Citizen,Chef,Male,Human,None,Scar,57,53,84,79,26,437,Low,True,753
Character #1545,First Citizen,Nerd,Female,Human,None,Bloodshot,26,19,75,71,78,440,Low,True,781
Character #1546,First Citizen,Assistant,Female,Human,None,Tired,34,17,83,81,96,292,Low,True,1361
Character #1547,First Citizen,Driver,Male,Albino,None,Scar,72,35,26,75,70,295,Low,True,944
Character #1548,First Citizen,Developer,Male,Human,None,Paranoid,76,77,32,99,52,442,Low,True,791
Character #1549,First Citizen,Developer,Male,Albino,None,Focused,52,70,42,50,53,437,Low,False,633
Character #1550,First Citizen,Chat Support,Male,Human,None,Skeptical,73,63,39,55,24,293,Low,True,1800
Character #1551,First Citizen,Officer,Male,Human,None,Scar,71,16,90,86,97,443,Low,True,775
Character #1552,First Citizen,Bartender,Female,Android,None,Glowing,41,83,90,72,99,292,Low,True,351
Character #1553,First Citizen,Grunt,Male,Albino,None,Alien,96,59,25,67,53,296,Low,True,546
Character #1554,First Citizen,Bartender,Male,Ape,Dead Eye,Alien,52,93,32,97,31,294,Low,True,320
Character #1555,First Citizen,Tech Weapon Dealer,Female,Human,None,Angry,62,50,67,80,74,876,Mid,True,411
Character #1556,First Citizen,Builder,Female,Android,None,Scar,71,83,34,99,26,297,Low,True,1174
Character #1557,First Citizen,Grunt,Female,Android,None,Skeptical,68,67,35,45,24,294,Low,True,1659
Character #1558,First Citizen,Cook,Female,Android,None,Grumpy,29,79,40,34,56,298,Low,True,1629
Character #1559,First Citizen,Bartender,Male,Human,None,Tired,84,37,50,36,16,295,Low,True,1870
Character #1560,First Citizen,Cook,Female,Human,Dense,Grumpy,23,22,19,36,62,296,Low,False,407
Character #1561,First Citizen,Club Owner,Male,Human,None,Sad,35,18,47,55,79,588,Mid,True,1044
Character #1562,First Citizen,Chat Support,Male,Albino,None,Tired,94,27,18,81,33,293,Low,True,1072
Character #1563,First Citizen,Assassin,Male,Mutant,None,Sad,62,78,88,50,99,879,Mid,True,214
Character #1564,First Citizen,Worker,Female,Human,None,Skeptical,66,35,93,42,25,299,Low,True,1643
Character #1565,First Citizen,Builder,Male,Human,None,Suspicious,55,29,73,57,73,294,Low,True,1577
Character #1566,First Citizen,Developer,Male,Ape,Revive,Angry,91,65,59,21,53,437,Low,True,134
Character #1567,First Citizen,Assassin,Male,Human,None,Scar,77,92,91,96,79,877,Mid,True,201
Character #1568,First Citizen,Scavenger,Male,Android,None,Grumpy,76,83,85,59,31,439,Low,True,496
Character #1569,First Citizen,Driver,Male,Human,None,Bloodshot,62,25,84,99,55,290,Low,True,1395
Character #1570,First Citizen,Mercenary,Female,Human,Dead Eye,Angry,89,91,88,87,24,582,Mid,True,291
Character #1571,First Citizen,Tech Weapon Dealer,Male,Human,None,Tired,94,61,62,59,82,876,Mid,True,392
Character #1572,First Citizen,Driver,Male,Human,None,Angry,10,35,62,44,93,295,Low,True,1818
Character #1573,First Citizen,Builder,Male,Human,None,Focused,60,51,83,55,39,297,Low,True,1550
Character #1574,First Citizen,Tech Runner,Female,Human,None,Tired,97,82,27,64,48,584,Mid,True,790
Character #1575,First Citizen,Chat Support,Female,Human,None,Sad,48,62,29,48,10,297,Low,True,1970
Character #1576,First Citizen,Corporate,Male,Mutant,None,Robot,93,98,14,94,72,436,Low,True,423
Character #1577,First Citizen,Builder,Male,Human,None,Sad,42,40,33,34,86,299,Low,True,1845
Character #1578,First Citizen,Exectuive,Male,Human,None,Bloodshot,78,88,90,67,94,870,Mid,True,252
Character #1579,First Citizen,Builder,Female,Human,None,Grumpy,98,15,41,51,54,299,Low,True,1704
Character #1580,First Citizen,Club Promoter,Female,Human,None,Angry,38,47,28,12,60,438,Low,True,1649
Character #1581,First Citizen,Cyberstreet Trader,Female,Ape,Hard Gut,Sad,68,33,28,19,30,582,Mid,True,239
Character #1582,First Citizen,Cyber Ninja,Female,Demon,Dense,Angry,96,90,96,95,84,871,Mid,True,63
Character #1583,First Citizen,Worker,Male,Human,None,Angry,37,15,92,81,81,298,Low,True,1322
Character #1584,First Citizen,Mercenary,Female,Mutant,None,Skeptical,65,24,56,68,72,581,Mid,True,608
Character #1585,First Citizen,Punk,Female,Android,None,Paranoid,70,28,43,85,55,437,Low,True,813
Character #1586,First Citizen,Nerd,Male,Human,None,Sad,90,41,71,59,60,439,Low,True,592
Character #1587,First Citizen,Driver,Male,Human,None,Skeptical,84,67,55,19,97,295,Low,True,1368
Character #1588,First Citizen,Chef,Female,Human,None,Suspicious,24,19,33,30,35,435,Low,True,1723
Character #1589,First Citizen,Bartender,Male,Human,None,Paranoid,15,58,33,91,89,294,Low,True,1558
Character #1590,First Citizen,Mercenary,Female,Human,None,Bloodshot,85,72,76,58,61,585,Mid,True,553
Character #1591,First Citizen,Club Promoter,Male,Albino,None,Sad,45,89,73,36,88,443,Low,True,480
Character #1592,First Citizen,Driver,Female,Human,None,Tired,82,57,79,36,15,298,Low,True,1701
Character #1593,First Citizen,Mercenary,Male,Human,None,Suspicious,49,47,52,14,23,581,Mid,True,1379
Character #1594,First Citizen,Officer,Female,Android,None,Tired,96,11,59,53,28,440,Low,True,1242
Character #1595,First Citizen,Chef,Female,Mutant,None,Sad,20,62,75,37,94,441,Low,True,646
Character #1596,First Citizen,Scavenger,Female,Human,None,Tired,48,90,82,50,99,439,Low,True,489
Character #1597,First Citizen,Grunt,Female,Human,None,Scar,89,19,48,34,53,296,Low,True,1801
Character #1598,First Citizen,Club Promoter,Female,Human,None,Suspicious,70,14,11,59,86,439,Low,True,1348
Character #1599,First Citizen,Tech Weapon Dealer,Female,Human,None,Suspicious,53,50,52,81,60,876,Mid,True,425
Character #1600,First Citizen,Exectuive,Female,Aeon,Dense,Sad,99,80,86,91,98,875,Mid,True,29
Character #1601,First Citizen,Assistant,Male,Android,None,Cyborg,62,58,19,69,72,290,Low,True,771
Character #1602,First Citizen,Tech Runner,Male,Mutant,None,Alien,22,10,12,51,22,588,Mid,True,1313
Character #1603,First Citizen,Chef,Male,Human,None,Scar,76,80,68,61,70,438,Low,True,560
Character #1604,First Citizen,Assistant,Female,Human,None,Grumpy,41,43,46,18,60,290,Low,True,1913
Character #1605,First Citizen,Driver,Male,Human,None,Skeptical,51,42,27,46,61,297,Low,True,1891
Character #1606,First Citizen,Chat Support,Female,Android,None,Scar,14,98,84,12,50,291,Low,True,1617
Character #1607,First Citizen,Cyberstreet Trader,Female,Human,None,Bloodshot,50,13,44,14,92,580,Mid,True,1506
Character #1608,First Citizen,Driver,Female,Ghost,Weapon Check,Sad,47,72,52,25,95,297,Low,True,148
Character #1609,First Citizen,Tech Weapon Dealer,Male,Human,None,Skeptical,61,62,58,83,50,877,Mid,True,417
Character #1610,First Citizen,Grunt,Male,Human,None,Skeptical,50,96,94,56,25,298,Low,True,1315
Character #1611,First Citizen,Builder,Female,Albino,None,Bloodshot,88,43,77,67,23,297,Low,True,818
Character #1612,First Citizen,Samurai,Male,Human,None,Robot,80,94,79,27,97,585,Mid,True,429
Character #1613,First Citizen,Tech Weapon Dealer,Female,Human,None,Angry,70,59,85,58,89,873,Mid,True,389
Character #1614,First Citizen,Driver,Female,Mutant,None,Skeptical,46,67,19,18,64,299,Low,True,1777
Character #1615,First Citizen,Punk,Male,Human,None,Suspicious,67,10,46,11,67,436,Low,True,1518
Character #1616,First Citizen,NFT Artist,Female,Android,None,Tired,95,97,80,94,74,871,Mid,True,258
Character #1617,First Citizen,Builder,Male,Human,None,Robot,76,66,66,25,97,298,Low,True,779
Character #1618,First Citizen,Chat Support,Female,Human,None,Laser Eyes,56,51,34,19,48,292,Low,True,14
Character #1619,First Citizen,Club Promoter,Female,Android,None,Suspicious,24,10,58,69,45,441,Low,True,1382
Character #1620,First Citizen,Assistant,Female,Human,None,Tired,12,43,74,11,67,294,Low,True,1916
Character #1621,First Citizen,Cook,Male,Mutant,None,Focused,21,83,65,75,32,299,Low,True,1306
Character #1622,First Citizen,Assassin,Male,Human,None,Bloodshot,65,79,77,74,80,873,Mid,True,244
Character #1623,First Citizen,Bartender,Male,Albino,None,Focused,92,17,90,98,45,296,Low,True,629
Character #1624,First Citizen,Chat Support,Female,Human,None,Bloodshot,45,93,43,92,84,297,Low,True,1186
Character #1625,First Citizen,Architect,Male,Ape,Weapon Check,Focused,58,96,73,53,56,876,Mid,True,112
Character #1626,First Citizen,Cyberstreet Trader,Female,Human,None,Sad,25,79,58,82,50,583,Mid,True,967
Character #1627,First Citizen,Worker,Male,Human,None,Sad,97,26,97,41,11,292,Low,True,1594
Character #1628,First Citizen,Chat Support,Male,Android,None,Cyborg,44,73,65,93,66,297,Low,True,606
Character #1629,First Citizen,Bartender,Male,Mutant,None,Tired,84,45,29,90,51,295,Low,True,1153
Character #1630,First Citizen,Samurai,Female,Mutant,None,Skeptical,59,12,13,20,63,585,Mid,True,1144
Character #1631,First Citizen,Assistant,Female,Human,None,Sad,42,32,24,99,19,295,Low,True,1903
Character #1632,First Citizen,Driver,Female,Human,None,Skeptical,43,95,48,67,25,297,Low,True,1657
Character #1633,First Citizen,Mercenary,Female,Human,None,Skeptical,28,21,50,14,30,584,Mid,True,1620
Character #1634,First Citizen,Bartender,Male,Human,None,Focused,88,56,43,24,28,292,Low,True,1825
Character #1635,First Citizen,Cook,Female,Mutant,None,Robot,30,13,70,29,97,294,Low,True,1012
Character #1636,First Citizen,Assistant,Male,Human,None,Bloodshot,55,37,41,55,98,294,Low,True,1569
Character #1637,First Citizen,Officer,Male,Android,None,Bloodshot,62,40,50,44,25,442,Low,True,1483
Character #1638,First Citizen,Developer,Male,Mutant,None,Focused,99,35,42,31,43,439,Low,True,1030
Character #1639,First Citizen,Bartender,Female,Human,None,Bloodshot,19,77,74,45,81,290,Low,True,1528
Character #1640,First Citizen,Punk,Female,Human,None,Tired,12,21,10,95,85,436,Low,True,1316
Character #1641,First Citizen,Driver,Female,Human,None,Cyborg,76,17,76,39,80,297,Low,True,949
Character #1642,First Citizen,Punk,Female,Human,None,Grumpy,46,69,43,67,65,441,Low,True,902
Character #1643,First Citizen,Developer,Female,Human,None,Skeptical,31,47,39,29,47,444,Low,True,1661
Character #1644,First Citizen,NFT Artist,Female,Human,None,Bloodshot,86,85,62,76,74,879,Mid,True,326
Character #1645,First Citizen,Driver,Female,Android,None,Angry,57,65,19,99,31,290,Low,True,1512
Character #1646,First Citizen,Bartender,Male,Mutant,None,Suspicious,48,36,62,90,95,292,Low,True,1009
Character #1647,First Citizen,Worker,Female,Albino,None,Sad,57,71,77,91,67,298,Low,True,548
Character #1648,First Citizen,Builder,Male,Human,None,Grumpy,27,29,38,80,44,297,Low,True,1887
Character #1649,First Citizen,Builder,Male,Human,None,Suspicious,85,22,93,35,71,291,Low,True,1457
Character #1650,First Citizen,Grunt,Male,Human,None,Suspicious,26,70,64,96,60,299,Low,True,1389
Character #1651,First Citizen,Grunt,Female,Albino,None,Tired,35,12,20,76,74,290,Low,True,1243
Character #1652,First Citizen,Builder,Female,Albino,None,Alien,91,90,31,76,69,294,Low,True,462
Character #1653,First Citizen,Driver,Male,Human,None,Tired,48,47,62,62,29,295,Low,True,1808
Character #1654,First Citizen,Worker,Female,Human,None,Suspicious,63,66,60,78,45,292,Low,True,1344
Character #1655,First Citizen,Club Promoter,Female,Human,None,Bloodshot,48,10,57,57,92,439,Low,True,1182
Character #1656,First Citizen,Mercenary,Female,Human,None,Bloodshot,99,92,72,22,86,586,Mid,True,521
Character #1657,First Citizen,Developer,Female,Human,None,Bloodshot,88,51,84,23,96,441,Low,False,786
Character #1658,First Citizen,Officer,Male,Human,None,Cyborg,10,86,66,53,69,437,Low,True,690
Character #1659,First Citizen,Corporate,Female,Human,None,Robot,31,82,32,22,13,436,Low,True,909
Character #1660,First Citizen,Builder,Female,Mutant,None,Sad,36,27,76,27,12,290,Low,True,1896
Character #1661,First Citizen,Chat Support,Male,Ape,Ghost Walk,Scar,96,80,79,68,76,291,Low,True,131
Character #1662,First Citizen,Cyber Ninja,Male,Mutant,None,Alien,71,68,58,69,53,871,Mid,True,342
Character #1663,First Citizen,Bartender,Female,Human,None,Scar,22,71,76,91,87,295,Low,True,1137
Character #1664,First Citizen,Grunt,Female,Human,None,Scar,57,64,26,66,10,291,Low,True,1881
Character #1665,First Citizen,Bartender,Male,Mutant,None,Tired,98,79,31,16,54,293,Low,True,1300
Character #1666,First Citizen,Chat Support,Female,Human,None,Suspicious,69,66,37,88,53,297,Low,True,1499
Character #1667,First Citizen,Cook,Male,Human,None,Skeptical,14,43,68,53,67,299,Low,True,1756
Character #1668,First Citizen,Worker,Female,Human,None,Paranoid,46,23,15,84,69,291,Low,True,1788
Character #1669,First Citizen,Driver,Male,Mutant,None,Tired,62,16,38,86,63,292,Low,True,1456
Character #1670,First Citizen,Nerd,Male,Android,None,Bloodshot,81,40,44,50,35,439,Low,True,746
Character #1671,First Citizen,Grunt,Male,Android,None,Grumpy,93,90,21,52,64,299,Low,True,1100
Character #1672,First Citizen,Worker,Female,Human,None,Skeptical,45,23,56,59,58,292,Low,True,1754
Character #1673,First Citizen,Samurai,Male,Human,None,Tired,68,32,95,59,55,584,Mid,False,652
Character #1674,First Citizen,Chef,Male,Human,None,Bloodshot,66,19,38,41,71,437,Low,True,1101
Character #1675,First Citizen,Cook,Female,Human,None,Focused,73,59,11,15,92,290,Low,True,1746
Character #1676,First Citizen,Cook,Female,Ape,Dense,Tired,64,67,42,20,56,297,Low,True,284
Character #1677,First Citizen,Mercenary,Female,Android,None,Skeptical,32,54,47,29,88,588,Mid,True,784
Character #1678,First Citizen,Assistant,Male,Human,None,Focused,41,87,38,26,94,291,Low,True,1548
Character #1679,First Citizen,Assistant,Female,Human,None,Angry,12,95,78,74,17,295,Low,True,1584
Character #1680,First Citizen,Developer,Male,Human,None,Scar,32,28,26,11,72,440,Low,True,1798
Character #1681,First Citizen,Chat Support,Male,Human,None,Bloodshot,73,96,61,43,42,291,Low,True,1475
Character #1682,First Citizen,Tech Runner,Female,Human,None,Angry,63,13,42,22,60,580,Mid,True,1516
Character #1683,First Citizen,NFT Artist,Female,Human,None,Scar,53,91,63,98,64,876,Mid,True,331
Character #1684,First Citizen,Mercenary,Male,Android,None,Scar,22,35,19,35,75,587,Mid,True,1128
Character #1685,First Citizen,Cyberstreet Trader,Male,Human,None,Angry,81,67,27,29,49,589,Mid,True,1151
Character #1686,First Citizen,Club Owner,Female,Human,None,Tired,31,45,43,89,60,581,Mid,True,833
Character #1687,First Citizen,Driver,Female,Human,None,Focused,49,45,80,10,53,292,Low,True,1869
Character #1688,First Citizen,Tech Runner,Female,Android,None,Sad,18,93,20,76,12,588,Mid,True,1219
Character #1689,First Citizen,Tech Runner,Male,Human,None,Grumpy,20,87,24,25,40,587,Mid,True,1539
Character #1690,First Citizen,Chef,Female,Human,None,Angry,87,30,23,28,96,439,Low,True,900
Character #1691,First Citizen,Officer,Male,Human,None,Bloodshot,36,12,27,10,62,442,Low,True,1948
Character #1692,First Citizen,Chat Support,Male,Human,None,Tired,59,31,17,90,70,297,Low,True,1717
Character #1693,First Citizen,Builder,Male,Android,None,Paranoid,60,98,24,98,40,295,Low,True,1124
Character #1694,First Citizen,Scavenger,Female,Mutant,None,Angry,75,51,40,20,57,435,Low,True,716
Character #1695,First Citizen,Club Promoter,Female,Mutant,None,Cyborg,41,85,35,52,47,441,Low,True,540
Character #1696,First Citizen,Wraith,Female,Human,None,Paranoid,72,80,99,85,74,1458,High,True,59
Character #1697,First Citizen,Officer,Female,Human,None,Paranoid,30,78,17,91,48,444,Low,True,1360
Character #1698,First Citizen,Worker,Female,Human,None,Cyborg,94,90,26,11,92,291,Low,True,741
Character #1699,First Citizen,Builder,Male,Human,None,Focused,21,37,40,35,59,299,Low,False,1955
Character #1700,First Citizen,Mercenary,Female,Human,None,Paranoid,72,43,31,16,85,580,Mid,True,971
Character #1701,First Citizen,Tech Runner,Female,Human,None,Glowing,78,30,99,23,11,588,Mid,True,409
Character #1702,First Citizen,Assistant,Male,Ape,Dead Eye,Tired,14,44,99,94,78,297,Low,True,350
Character #1703,First Citizen,Worker,Female,Ape,Revive,Paranoid,96,17,99,54,35,292,Low,True,145
Character #1704,First Citizen,NFT Artist,Male,Aeon,Athele,Robot,87,88,85,95,99,871,Mid,True,21
Character #1705,First Citizen,Chat Support,Female,Human,None,Scar,79,21,48,19,28,296,Low,True,1967
Character #1706,First Citizen,Assistant,Male,Human,None,Alien,34,48,20,63,61,295,Low,True,1468
Character #1707,First Citizen,Assistant,Male,Human,None,Grumpy,54,65,45,89,85,290,Low,True,1169
Character #1708,First Citizen,Celebrity,Female,Android,None,Sad,77,94,96,79,87,1451,High,True,157
Character #1709,First Citizen,Club Promoter,Male,Android,None,Suspicious,17,86,62,72,57,440,Low,True,836
Character #1710,First Citizen,Cook,Female,Human,None,Grumpy,45,23,18,19,85,297,Low,True,1944
Character #1711,First Citizen,Scavenger,Female,Human,None,Glowing,50,14,90,70,14,443,Low,True,373
Character #1712,First Citizen,Tech Runner,Male,Human,None,Skeptical,13,84,58,11,31,586,Mid,True,1544
Character #1713,First Citizen,Driver,Male,Human,None,Scar,30,58,91,17,45,295,Low,True,1844
Character #1714,First Citizen,Punk,Female,Human,None,Suspicious,21,72,18,13,27,436,Low,True,1803
Character #1715,First Citizen,NFT Artist,Male,Android,None,Paranoid,74,73,55,54,71,873,Mid,True,337
Character #1716,First Citizen,Chef,Male,Human,None,Tired,57,49,46,70,15,438,Low,True,1048
Character #1717,First Citizen,Scavenger,Male,Human,None,Scar,44,11,98,41,68,440,Low,True,807
Character #1718,First Citizen,Samurai,Male,Android,None,Paranoid,56,58,10,28,53,583,Mid,True,1010
Character #1719,First Citizen,Chat Support,Male,Human,None,Robot,73,71,88,95,47,291,Low,True,665
Character #1720,First Citizen,Cook,Female,Human,None,Grumpy,38,50,36,30,88,294,Low,True,1773
Character #1721,First Citizen,Cook,Male,Human,Athele,Bloodshot,66,96,16,79,86,292,Low,True,215
Character #1722,First Citizen,Chat Support,Female,Mutant,None,Focused,90,17,50,41,19,295,Low,True,1784
Character #1723,First Citizen,Bartender,Male,Ape,Locksmith,Cyborg,22,45,33,52,49,294,Low,True,277
Character #1724,First Citizen,Chef,Female,Human,None,Sad,10,44,83,65,15,436,Low,True,1216
Character #1725,First Citizen,Builder,Male,Human,None,Skeptical,39,92,27,72,73,294,Low,True,1438
Character #1726,First Citizen,Worker,Male,Android,None,Scar,31,95,84,13,56,290,Low,True,1332
Character #1727,First Citizen,Builder,Male,Android,None,Sad,71,12,53,36,27,299,Low,False,1871
Character #1728,First Citizen,Grunt,Male,Human,None,Sad,63,22,58,74,80,291,Low,False,1513
Character #1729,First Citizen,Samurai,Male,Human,None,Sad,61,93,72,48,78,587,Mid,True,545
Character #1730,First Citizen,Assistant,Male,Human,None,Angry,11,22,73,29,45,298,Low,True,1961
Character #1731,First Citizen,Tech Runner,Male,Ape,Weapon Check,Robot,65,58,53,95,73,586,Mid,True,204
Character #1732,First Citizen,Grunt,Female,Human,None,Paranoid,68,82,21,44,83,291,Low,True,1498
Character #1733,First Citizen,Corporate,Female,Ape,Hard Gut,Sad,23,12,40,30,89,436,Low,True,206
Character #1734,First Citizen,Scavenger,Male,Human,None,Tired,42,72,35,60,91,442,Low,True,658
Character #1735,First Citizen,Cook,Female,Human,None,Bloodshot,93,25,47,47,44,298,Low,True,1731
Character #1736,First Citizen,Cook,Female,Ape,Dead Eye,Suspicious,66,51,43,15,81,293,Low,True,405
Character #1737,First Citizen,Grunt,Female,Human,None,Paranoid,71,79,60,49,27,293,Low,True,1564
Character #1738,First Citizen,Exectuive,Male,Human,None,Sad,66,66,68,70,90,870,Mid,True,293
Character #1739,First Citizen,Grunt,Female,Human,None,Sad,55,69,52,97,60,294,Low,True,1261
Character #1740,First Citizen,Punk,Male,Human,None,Scar,12,14,81,27,73,441,Low,True,1432
Character #1741,First Citizen,Chef,Female,Mutant,None,Scar,85,59,38,45,32,436,Low,True,744
Character #1742,First Citizen,Samurai,Female,Android,None,Scar,13,55,87,36,66,585,Mid,True,750
Character #1743,First Citizen,CEO,Male,Phantom,Weapon Check,Suspicious,97,86,80,99,92,1451,High,False,2
Character #1744,First Citizen,Worker,Male,Human,Athele,Sad,98,57,69,21,89,292,Low,False,218
Character #1745,First Citizen,Builder,Female,Human,None,Robot,36,80,56,48,34,292,Low,True,1210
Character #1746,First Citizen,Bartender,Male,Human,None,Focused,86,39,75,88,69,293,Low,True,1075
Character #1747,First Citizen,Samurai,Male,Human,None,Suspicious,33,54,35,70,45,581,Mid,True,1018
Character #1748,First Citizen,Officer,Male,Human,None,Bloodshot,56,84,76,87,27,437,Low,True,968
Character #1749,First Citizen,NFT Artist,Male,Mutant,None,Tired,98,75,62,79,99,877,Mid,True,268
Character #1750,First Citizen,Assistant,Female,Mutant,None,Bloodshot,96,69,74,56,12,295,Low,True,1134
Character #1751,First Citizen,Officer,Female,Human,None,Focused,32,74,76,18,46,439,Low,True,1495
Character #1752,First Citizen,Builder,Male,Human,None,Grumpy,83,15,83,98,54,292,Low,True,1211
Character #1753,First Citizen,Driver,Male,Mutant,None,Skeptical,78,19,88,16,64,297,Low,True,1471
Character #1754,First Citizen,Officer,Male,Human,None,Paranoid,28,83,16,75,38,438,Low,True,1523
Character #1755,First Citizen,Exectuive,Female,Human,None,Bloodshot,82,78,84,66,85,876,Mid,True,271
Character #1756,First Citizen,Scavenger,Male,Mutant,None,Skeptical,89,55,33,84,47,443,Low,True,523
Character #1757,First Citizen,Nerd,Female,Human,None,Cyborg,48,93,16,44,91,438,Low,True,456
Character #1758,First Citizen,Officer,Male,Human,None,Grumpy,29,85,30,84,97,439,Low,True,948
Character #1759,First Citizen,Chef,Female,Mutant,None,Skeptical,35,12,52,20,84,437,Low,True,1021
Character #1760,First Citizen,Driver,Female,Human,None,Sad,26,58,32,48,77,295,Low,False,1860
Character #1761,First Citizen,Punk,Male,Human,None,Bloodshot,90,81,85,21,95,439,Low,True,600
Character #1762,First Citizen,NFT Artist,Male,Ape,Shield,Focused,73,54,80,89,62,873,Mid,True,101
Character #1763,First Citizen,Chat Support,Male,Human,None,Bloodshot,41,97,98,11,90,295,Low,True,1321
Character #1764,First Citizen,Builder,Female,Human,None,Focused,66,42,33,59,61,293,Low,True,1714
Character #1765,First Citizen,Grunt,Male,Mutant,None,Sad,27,30,61,94,87,290,Low,True,1193
Character #1766,First Citizen,Celebrity,Male,Human,None,Grumpy,70,83,93,74,89,1456,High,True,176
Character #1767,First Citizen,Builder,Female,Ape,Revive,Sad,31,18,50,48,75,292,Low,False,181
Character #1768,First Citizen,Scavenger,Female,Human,None,Paranoid,33,16,73,68,33,436,Low,True,1036
Character #1769,First Citizen,Club Owner,Male,Mutant,None,Scar,10,43,73,73,25,583,Mid,True,849
Character #1770,First Citizen,Officer,Male,Human,None,Sad,19,10,45,57,90,441,Low,True,1647
Character #1771,First Citizen,Developer,Male,Mutant,None,Suspicious,71,36,69,54,35,435,Low,True,965
Character #1772,First Citizen,Chat Support,Male,Mutant,None,Suspicious,51,17,43,26,93,293,Low,True,1724
Character #1773,First Citizen,Samurai,Female,Human,None,Grumpy,86,53,15,83,69,589,Mid,True,672
Character #1774,First Citizen,Club Promoter,Male,Ape,Dead Eye,Scar,78,87,21,76,89,438,Low,True,282
Character #1775,First Citizen,Samurai,Female,Android,Dead Eye,Bloodshot,54,26,44,17,12,589,Mid,True,419
Character #1776,First Citizen,Assistant,Female,Albino,None,Tired,11,85,10,89,75,296,Low,True,913
